Município,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
230170 AURORA,38.0,29.0,14.0,14.0,19.0,29.0,22.0,15.0,,1.0,1.0,,4.0,1.0,13.0,6.0,17.0,13.0,236.0
230180 BAIXIO,11.0,6.0,6.0,,2.0,3.0,5.0,10.0,1.0,3.0,,1.0,,1.0,6.0,4.0,5.0,3.0,67.0
230185 BANABUIU,3.0,6.0,1.0,1.0,3.0,6.0,4.0,2.0,,1.0,2.0,3.0,7.0,9.0,8.0,4.0,9.0,4.0,73.0
230190 BARBALHA,60.0,62.0,74.0,67.0,72.0,65.0,72.0,52.0,5.0,6.0,7.0,2.0,4.0,5.0,5.0,4.0,7.0,3.0,572.0
230195 BARREIRA,13.0,12.0,14.0,19.0,12.0,9.0,6.0,8.0,9.0,7.0,9.0,13.0,11.0,8.0,8.0,16.0,20.0,9.0,203.0
230200 BARRO,39.0,28.0,24.0,29.0,19.0,20.0,43.0,36.0,10.0,5.0,7.0,6.0,6.0,4.0,12.0,10.0,7.0,13.0,318.0
230205 BARROQUINHA,1.0,9.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,,3.0,2.0,1.0,2.0,6.0,4.0,6.0,2.0,54.0
230210 BATURITE,39.0,34.0,42.0,25.0,55.0,44.0,20.0,26.0,38.0,30.0,32.0,23.0,23.0,29.0,26.0,26.0,23.0,15.0,550.0
230220 BEBERIBE,25.0,12.0,25.0,22.0,19.0,20.0,15.0,17.0,18.0,18.0,31.0,34.0,39.0,33.0,24.0,26.0,19.0,13.0,410.0
230230 BELA CRUZ,15.0,4.0,10.0,12.0,10.0,14.0,12.0,7.0,3.0,2.0,4.0,11.0,14.0,8.0,12.0,8.0,16.0,22.0,184.0
230240 BOA VIAGEM,22.0,21.0,27.0,39.0,24.0,21.0,11.0,17.0,24.0,22.0,27.0,32.0,16.0,23.0,35.0,33.0,42.0,56.0,492.0
230250 BREJO SANTO,22.0,18.0,31.0,22.0,24.0,28.0,39.0,38.0,15.0,18.0,12.0,12.0,9.0,17.0,176.0,179.0,150.0,124.0,934.0
230260 CAMOCIM,49.0,65.0,46.0,43.0,40.0,14.0,14.0,12.0,19.0,20.0,29.0,20.0,15.0,18.0,39.0,22.0,40.0,45.0,550.0
230270 CAMPOS SALES,37.0,31.0,26.0,25.0,22.0,14.0,24.0,30.0,3.0,4.0,10.0,13.0,12.0,4.0,6.0,13.0,13.0,14.0,301.0
230280 CANINDE,16.0,22.0,20.0,44.0,34.0,24.0,11.0,19.0,20.0,11.0,84.0,158.0,95.0,153.0,173.0,157.0,210.0,155.0,1406.0
230290 CAPISTRANO,12.0,13.0,6.0,11.0,9.0,14.0,10.0,14.0,14.0,8.0,7.0,11.0,14.0,10.0,16.0,22.0,21.0,9.0,221.0
230300 CARIDADE,2.0,,3.0,13.0,5.0,5.0,4.0,4.0,3.0,4.0,7.0,11.0,4.0,8.0,10.0,8.0,10.0,3.0,104.0
230310 CARIRE,16.0,18.0,15.0,15.0,15.0,7.0,5.0,6.0,5.0,5.0,4.0,7.0,10.0,2.0,11.0,14.0,25.0,15.0,195.0
230320 CARIRIACU,51.0,39.0,25.0,28.0,21.0,16.0,18.0,12.0,3.0,3.0,4.0,5.0,1.0,5.0,9.0,8.0,15.0,3.0,266.0
230330 CARIUS,10.0,12.0,9.0,11.0,10.0,9.0,12.0,8.0,3.0,1.0,4.0,8.0,1.0,4.0,3.0,4.0,19.0,17.0,145.0
230340 CARNAUBAL,10.0,2.0,3.0,4.0,5.0,10.0,6.0,,6.0,6.0,2.0,1.0,5.0,14.0,14.0,29.0,22.0,14.0,153.0
230350 CASCAVEL,27.0,34.0,32.0,24.0,15.0,23.0,18.0,30.0,36.0,38.0,43.0,44.0,40.0,38.0,37.0,44.0,26.0,19.0,568.0
230360 CATARINA,4.0,4.0,9.0,9.0,4.0,3.0,2.0,2.0,,4.0,3.0,3.0,2.0,1.0,1.0,,2.0,3.0,56.0
230365 CATUNDA,1.0,2.0,3.0,11.0,3.0,6.0,2.0,6.0,4.0,3.0,9.0,2.0,3.0,5.0,12.0,5.0,5.0,6.0,88.0
230370 CAUCAIA,405.0,356.0,314.0,283.0,352.0,258.0,248.0,282.0,309.0,251.0,277.0,275.0,237.0,294.0,301.0,301.0,297.0,244.0,5284.0
230380 CEDRO,17.0,23.0,22.0,16.0,20.0,18.0,24.0,23.0,9.0,3.0,9.0,14.0,25.0,8.0,10.0,38.0,18.0,13.0,310.0
230390 CHAVAL,4.0,6.0,13.0,5.0,8.0,4.0,2.0,4.0,1.0,7.0,6.0,9.0,7.0,9.0,6.0,5.0,2.0,9.0,107.0
230393 CHORO,2.0,1.0,3.0,2.0,1.0,,,,2.0,1.0,2.0,3.0,5.0,4.0,2.0,6.0,5.0,5.0,44.0
230395 CHOROZINHO,11.0,19.0,18.0,23.0,26.0,17.0,8.0,11.0,14.0,18.0,11.0,5.0,12.0,10.0,14.0,11.0,15.0,10.0,253.0
230400 COREAU,13.0,13.0,16.0,23.0,17.0,12.0,19.0,19.0,25.0,15.0,6.0,19.0,21.0,16.0,12.0,16.0,12.0,10.0,284.0
230410 CRATEUS,34.0,18.0,12.0,27.0,51.0,14.0,20.0,24.0,46.0,48.0,32.0,22.0,29.0,38.0,50.0,132.0,210.0,205.0,1012.0
230420 CRATO,647.0,814.0,1027.0,1013.0,869.0,844.0,860.0,692.0,31.0,4.0,10.0,6.0,12.0,16.0,10.0,15.0,18.0,17.0,6905.0
230423 CROATA,14.0,11.0,14.0,4.0,8.0,11.0,2.0,11.0,8.0,10.0,7.0,9.0,10.0,19.0,15.0,16.0,19.0,13.0,201.0
230425 CRUZ,7.0,7.0,2.0,8.0,2.0,19.0,23.0,9.0,9.0,24.0,53.0,41.0,50.0,39.0,28.0,38.0,54.0,61.0,474.0
230426 DEPUTADO IRAPUAN PINHEIRO,2.0,,3.0,2.0,1.0,2.0,,,1.0,,,,,2.0,2.0,2.0,1.0,3.0,21.0
230427 ERERE,5.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,,2.0,,1.0,2.0,28.0
230428 EUSEBIO,77.0,61.0,68.0,67.0,62.0,68.0,50.0,44.0,56.0,54.0,52.0,63.0,62.0,68.0,52.0,45.0,95.0,64.0,1108.0
230430 FARIAS BRITO,16.0,17.0,20.0,11.0,15.0,6.0,13.0,9.0,5.0,3.0,11.0,4.0,7.0,3.0,10.0,18.0,6.0,9.0,183.0
230435 FORQUILHA,33.0,35.0,35.0,29.0,27.0,23.0,13.0,25.0,33.0,21.0,16.0,33.0,19.0,24.0,19.0,27.0,16.0,26.0,454.0
230440 FORTALEZA,7315.0,6513.0,5994.0,5601.0,5869.0,4727.0,4687.0,4886.0,4775.0,4269.0,4010.0,4490.0,3631.0,3677.0,3989.0,4258.0,4004.0,2918.0,85613.0
230445 FORTIM,5.0,6.0,6.0,7.0,1.0,3.0,2.0,5.0,4.0,2.0,7.0,8.0,5.0,4.0,3.0,11.0,24.0,8.0,111.0
230450 FRECHEIRINHA,13.0,9.0,15.0,12.0,16.0,19.0,16.0,1.0,7.0,9.0,4.0,7.0,10.0,12.0,6.0,9.0,14.0,3.0,182.0
230460 GENERAL SAMPAIO,5.0,5.0,4.0,5.0,2.0,4.0,9.0,5.0,7.0,6.0,6.0,5.0,4.0,7.0,8.0,5.0,6.0,4.0,97.0
230465 GRACA,5.0,5.0,5.0,1.0,5.0,13.0,1.0,6.0,2.0,3.0,1.0,3.0,4.0,3.0,12.0,4.0,2.0,2.0,77.0
230470 GRANJA,11.0,20.0,22.0,27.0,23.0,26.0,9.0,12.0,7.0,6.0,11.0,10.0,12.0,20.0,24.0,17.0,13.0,12.0,282.0
230480 GRANJEIRO,4.0,4.0,2.0,6.0,6.0,8.0,5.0,11.0,1.0,,3.0,,2.0,,3.0,2.0,2.0,2.0,61.0
230490 GROAIRAS,11.0,7.0,8.0,7.0,12.0,22.0,4.0,20.0,9.0,11.0,5.0,7.0,5.0,5.0,7.0,6.0,6.0,3.0,155.0
230495 GUAIUBA,36.0,23.0,28.0,31.0,24.0,18.0,19.0,16.0,18.0,16.0,20.0,22.0,14.0,18.0,18.0,21.0,23.0,27.0,392.0
230500 GUARACIABA DO NORTE,6.0,6.0,8.0,9.0,11.0,10.0,7.0,5.0,9.0,11.0,7.0,9.0,8.0,28.0,13.0,22.0,6.0,16.0,191.0
230510 GUARAMIRANGA,2.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,,4.0,1.0,4.0,6.0,1.0,1.0,3.0,3.0,1.0,51.0
230520 HIDROLANDIA,5.0,4.0,2.0,7.0,3.0,2.0,4.0,6.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,6.0,1.0,9.0,67.0
230523 HORIZONTE,22.0,28.0,37.0,31.0,23.0,27.0,24.0,22.0,19.0,33.0,39.0,40.0,41.0,34.0,37.0,29.0,50.0,33.0,569.0
230526 IBARETAMA,2.0,,4.0,2.0,,3.0,6.0,1.0,2.0,,2.0,2.0,4.0,3.0,3.0,1.0,2.0,,37.0
230530 IBIAPINA,2.0,6.0,10.0,33.0,21.0,19.0,7.0,11.0,10.0,15.0,13.0,20.0,12.0,13.0,17.0,44.0,42.0,27.0,322.0
230533 IBICUITINGA,4.0,3.0,7.0,8.0,7.0,9.0,4.0,1.0,6.0,3.0,4.0,7.0,4.0,10.0,3.0,8.0,5.0,4.0,97.0
230535 ICAPUI,19.0,11.0,7.0,10.0,9.0,3.0,3.0,4.0,4.0,7.0,8.0,9.0,7.0,8.0,6.0,7.0,13.0,7.0,142.0
230540 ICO,39.0,29.0,33.0,39.0,27.0,25.0,31.0,16.0,26.0,31.0,14.0,28.0,26.0,31.0,52.0,125.0,132.0,124.0,828.0
230550 IGUATU,53.0,26.0,123.0,128.0,106.0,36.0,39.0,22.0,12.0,35.0,34.0,51.0,26.0,20.0,29.0,37.0,83.0,71.0,931.0
230560 INDEPENDENCIA,10.0,6.0,4.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,5.0,7.0,4.0,16.0,20.0,101.0
230565 IPAPORANGA,4.0,11.0,17.0,6.0,5.0,3.0,2.0,5.0,3.0,1.0,1.0,7.0,3.0,3.0,6.0,2.0,2.0,6.0,87.0
230570 IPAUMIRIM,10.0,8.0,4.0,5.0,,4.0,16.0,10.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,6.0,8.0,8.0,100.0
230580 IPU,16.0,16.0,22.0,9.0,7.0,4.0,4.0,3.0,11.0,7.0,4.0,3.0,4.0,17.0,17.0,36.0,35.0,21.0,236.0
230590 IPUEIRAS,18.0,21.0,10.0,3.0,8.0,4.0,14.0,11.0,12.0,9.0,15.0,16.0,18.0,12.0,18.0,9.0,28.0,40.0,266.0
230600 IRACEMA,12.0,5.0,12.0,6.0,7.0,7.0,13.0,8.0,7.0,7.0,3.0,6.0,3.0,11.0,14.0,23.0,19.0,8.0,171.0
230610 IRAUCUBA,15.0,15.0,11.0,6.0,8.0,12.0,6.0,7.0,8.0,11.0,11.0,11.0,10.0,12.0,12.0,14.0,14.0,18.0,201.0
230620 ITAICABA,2.0,8.0,2.0,3.0,3.0,,1.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,4.0,8.0,2.0,3.0,52.0
230625 ITAITINGA,27.0,33.0,19.0,23.0,12.0,19.0,13.0,16.0,13.0,16.0,29.0,24.0,26.0,29.0,37.0,42.0,44.0,26.0,448.0
230630 ITAPAGE,32.0,34.0,32.0,20.0,12.0,11.0,10.0,10.0,24.0,25.0,23.0,17.0,19.0,43.0,29.0,34.0,23.0,17.0,415.0
230640 ITAPIPOCA,25.0,19.0,20.0,24.0,18.0,19.0,24.0,28.0,32.0,30.0,30.0,42.0,39.0,61.0,49.0,61.0,64.0,47.0,632.0
230650 ITAPIUNA,11.0,12.0,11.0,13.0,22.0,7.0,6.0,8.0,4.0,4.0,8.0,7.0,6.0,5.0,8.0,8.0,8.0,8.0,156.0
230655 ITAREMA,37.0,19.0,9.0,8.0,18.0,9.0,23.0,13.0,9.0,18.0,15.0,14.0,11.0,14.0,27.0,30.0,27.0,15.0,316.0
230660 ITATIRA,2.0,4.0,1.0,10.0,6.0,1.0,2.0,,3.0,6.0,21.0,21.0,9.0,21.0,24.0,28.0,22.0,17.0,198.0
230670 JAGUARETAMA,4.0,6.0,5.0,,5.0,5.0,1.0,2.0,6.0,6.0,1.0,6.0,2.0,14.0,14.0,35.0,21.0,5.0,138.0
230680 JAGUARIBARA,7.0,2.0,6.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,5.0,6.0,4.0,64.0
230690 JAGUARIBE,6.0,14.0,11.0,10.0,9.0,9.0,10.0,11.0,5.0,5.0,10.0,3.0,15.0,17.0,20.0,20.0,20.0,8.0,203.0
230700 JAGUARUANA,15.0,22.0,22.0,20.0,16.0,12.0,8.0,7.0,10.0,9.0,8.0,12.0,4.0,15.0,8.0,25.0,18.0,10.0,241.0
230710 JARDIM,19.0,11.0,11.0,15.0,12.0,18.0,6.0,17.0,8.0,2.0,,3.0,7.0,5.0,1.0,1.0,1.0,2.0,139.0
230720 JATI,5.0,6.0,3.0,5.0,6.0,3.0,4.0,8.0,1.0,,3.0,1.0,1.0,,7.0,7.0,15.0,5.0,80.0
230725 JIJOCA DE JERICOACOARA,7.0,18.0,7.0,18.0,6.0,19.0,15.0,9.0,15.0,14.0,8.0,10.0,8.0,6.0,12.0,9.0,18.0,16.0,215.0
230730 JUAZEIRO DO NORTE,393.0,300.0,254.0,312.0,306.0,274.0,319.0,299.0,47.0,44.0,34.0,24.0,24.0,25.0,31.0,37.0,36.0,43.0,2802.0
230740 JUCAS,4.0,1.0,5.0,6.0,4.0,8.0,4.0,7.0,,3.0,,8.0,7.0,4.0,4.0,9.0,5.0,4.0,83.0
230750 LAVRAS DA MANGABEIRA,35.0,17.0,57.0,58.0,41.0,24.0,22.0,26.0,2.0,1.0,4.0,2.0,8.0,8.0,4.0,7.0,17.0,19.0,352.0
230760 LIMOEIRO DO NORTE,24.0,28.0,24.0,21.0,24.0,21.0,25.0,21.0,20.0,19.0,35.0,33.0,44.0,54.0,94.0,217.0,183.0,124.0,1011.0
230763 MADALENA,3.0,5.0,4.0,14.0,11.0,12.0,16.0,10.0,8.0,6.0,20.0,12.0,13.0,12.0,11.0,12.0,25.0,14.0,208.0
230765 MARACANAU,305.0,270.0,294.0,254.0,246.0,216.0,213.0,218.0,272.0,264.0,340.0,338.0,265.0,273.0,327.0,399.0,391.0,272.0,5157.0
230770 MARANGUAPE,98.0,90.0,79.0,73.0,79.0,56.0,72.0,57.0,70.0,79.0,85.0,81.0,54.0,96.0,66.0,81.0,78.0,64.0,1358.0
230780 MARCO,19.0,15.0,11.0,5.0,16.0,9.0,8.0,6.0,5.0,5.0,1.0,5.0,6.0,8.0,15.0,18.0,17.0,19.0,188.0
230790 MARTINOPOLE,2.0,11.0,5.0,7.0,9.0,10.0,7.0,3.0,9.0,5.0,6.0,5.0,3.0,8.0,11.0,9.0,12.0,2.0,124.0
230800 MASSAPE,31.0,30.0,35.0,31.0,40.0,30.0,22.0,30.0,32.0,19.0,22.0,38.0,22.0,37.0,28.0,38.0,29.0,19.0,533.0
230810 MAURITI,30.0,22.0,55.0,60.0,46.0,44.0,35.0,28.0,2.0,1.0,5.0,11.0,6.0,7.0,51.0,63.0,58.0,61.0,585.0
230820 MERUOCA,19.0,16.0,7.0,14.0,15.0,7.0,3.0,7.0,5.0,4.0,4.0,8.0,4.0,7.0,11.0,9.0,6.0,5.0,151.0
230830 MILAGRES,33.0,25.0,33.0,24.0,25.0,17.0,24.0,18.0,4.0,1.0,,5.0,5.0,9.0,249.0,286.0,267.0,329.0,1354.0
230835 MILHA,3.0,3.0,3.0,5.0,10.0,5.0,2.0,2.0,2.0,,2.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,57.0
230837 MIRAIMA,4.0,6.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,7.0,,1.0,1.0,4.0,6.0,6.0,2.0,59.0
230840 MISSAO VELHA,50.0,46.0,51.0,44.0,32.0,40.0,35.0,46.0,27.0,20.0,15.0,20.0,25.0,20.0,13.0,17.0,12.0,3.0,516.0
230850 MOMBACA,20.0,22.0,12.0,11.0,8.0,9.0,7.0,12.0,13.0,2.0,4.0,6.0,14.0,20.0,12.0,8.0,10.0,10.0,200.0
230860 MONSENHOR TABOSA,4.0,4.0,6.0,7.0,9.0,24.0,27.0,11.0,8.0,12.0,11.0,13.0,4.0,10.0,8.0,14.0,10.0,7.0,189.0
230870 MORADA NOVA,41.0,36.0,37.0,31.0,21.0,23.0,22.0,28.0,24.0,28.0,28.0,37.0,31.0,20.0,31.0,33.0,30.0,27.0,528.0
230880 MORAUJO,6.0,7.0,2.0,4.0,5.0,6.0,2.0,4.0,15.0,3.0,5.0,3.0,7.0,4.0,4.0,7.0,3.0,7.0,94.0
230890 MORRINHOS,16.0,12.0,13.0,16.0,17.0,7.0,3.0,4.0,8.0,12.0,11.0,6.0,4.0,8.0,3.0,14.0,10.0,5.0,169.0
230900 MUCAMBO,5.0,5.0,22.0,3.0,8.0,4.0,3.0,8.0,6.0,7.0,1.0,8.0,3.0,2.0,6.0,8.0,3.0,2.0,104.0
230910 MULUNGU,5.0,13.0,9.0,6.0,6.0,3.0,7.0,5.0,4.0,10.0,7.0,,2.0,4.0,2.0,2.0,7.0,5.0,97.0
230920 NOVA OLINDA,40.0,40.0,41.0,36.0,34.0,37.0,34.0,26.0,3.0,2.0,2.0,,2.0,5.0,1.0,,3.0,4.0,310.0
230930 NOVA RUSSAS,8.0,18.0,7.0,20.0,17.0,10.0,6.0,14.0,20.0,16.0,14.0,6.0,16.0,13.0,22.0,37.0,57.0,52.0,353.0
230940 NOVO ORIENTE,14.0,9.0,7.0,9.0,12.0,8.0,6.0,3.0,3.0,10.0,14.0,10.0,6.0,5.0,13.0,13.0,31.0,19.0,192.0
230945 OCARA,42.0,32.0,32.0,20.0,20.0,17.0,20.0,15.0,9.0,9.0,14.0,12.0,8.0,10.0,16.0,9.0,11.0,19.0,315.0
230950 OROS,4.0,5.0,3.0,5.0,7.0,13.0,17.0,7.0,4.0,3.0,2.0,5.0,6.0,7.0,7.0,25.0,16.0,9.0,145.0
230960 PACAJUS,58.0,34.0,51.0,39.0,60.0,48.0,48.0,36.0,55.0,55.0,61.0,51.0,40.0,49.0,52.0,56.0,52.0,59.0,904.0
230970 PACATUBA,50.0,47.0,45.0,47.0,50.0,47.0,45.0,50.0,71.0,44.0,69.0,75.0,64.0,74.0,98.0,102.0,91.0,65.0,1134.0
230980 PACOTI,3.0,5.0,5.0,3.0,6.0,9.0,5.0,4.0,3.0,1.0,3.0,7.0,2.0,5.0,1.0,7.0,4.0,6.0,79.0
230990 PACUJA,6.0,7.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,,,2.0,2.0,3.0,4.0,5.0,2.0,47.0
231000 PALHANO,7.0,8.0,4.0,2.0,11.0,5.0,5.0,3.0,6.0,3.0,6.0,2.0,1.0,4.0,2.0,7.0,5.0,4.0,85.0
231010 PALMACIA,9.0,5.0,9.0,4.0,5.0,5.0,9.0,7.0,5.0,4.0,9.0,6.0,4.0,7.0,8.0,10.0,5.0,2.0,113.0
231020 PARACURU,37.0,26.0,25.0,22.0,31.0,18.0,10.0,21.0,21.0,17.0,18.0,21.0,16.0,20.0,20.0,17.0,15.0,8.0,363.0
231025 PARAIPABA,9.0,11.0,14.0,8.0,7.0,9.0,6.0,8.0,8.0,9.0,18.0,16.0,11.0,7.0,11.0,17.0,7.0,11.0,187.0
231030 PARAMBU,10.0,4.0,12.0,6.0,4.0,5.0,8.0,1.0,8.0,21.0,28.0,34.0,14.0,16.0,20.0,25.0,9.0,6.0,231.0
231040 PARAMOTI,7.0,1.0,8.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,10.0,4.0,4.0,9.0,7.0,6.0,9.0,4.0,95.0
231050 PEDRA BRANCA,10.0,4.0,4.0,9.0,14.0,4.0,6.0,4.0,13.0,4.0,4.0,,2.0,9.0,5.0,10.0,8.0,3.0,113.0
231060 PENAFORTE,20.0,17.0,36.0,17.0,19.0,6.0,12.0,15.0,,,1.0,,,2.0,5.0,4.0,6.0,4.0,164.0
231070 PENTECOSTE,35.0,23.0,26.0,13.0,20.0,16.0,25.0,11.0,13.0,19.0,35.0,12.0,10.0,26.0,9.0,11.0,27.0,20.0,351.0
231080 PEREIRO,4.0,10.0,3.0,6.0,1.0,7.0,6.0,8.0,9.0,5.0,5.0,4.0,4.0,8.0,7.0,11.0,13.0,7.0,118.0
231085 PINDORETAMA,11.0,7.0,8.0,13.0,16.0,18.0,13.0,12.0,14.0,15.0,15.0,10.0,12.0,18.0,16.0,17.0,12.0,6.0,233.0
231090 PIQUET CARNEIRO,8.0,12.0,8.0,8.0,13.0,11.0,14.0,9.0,4.0,4.0,6.0,5.0,3.0,7.0,4.0,9.0,9.0,5.0,139.0
231095 PIRES FERREIRA,1.0,3.0,1.0,4.0,,4.0,,1.0,,,,1.0,,2.0,2.0,3.0,4.0,4.0,30.0
231100 PORANGA,7.0,10.0,4.0,4.0,5.0,4.0,6.0,5.0,9.0,9.0,4.0,17.0,2.0,19.0,7.0,9.0,7.0,20.0,148.0
231110 PORTEIRAS,16.0,6.0,14.0,17.0,20.0,16.0,13.0,13.0,,1.0,1.0,2.0,2.0,4.0,24.0,7.0,17.0,7.0,180.0
231120 POTENGI,21.0,14.0,24.0,33.0,26.0,16.0,32.0,19.0,,,,,2.0,2.0,1.0,8.0,3.0,5.0,206.0
231123 POTIRETAMA,6.0,2.0,7.0,2.0,4.0,5.0,2.0,1.0,,1.0,7.0,4.0,,9.0,6.0,9.0,6.0,3.0,74.0
231126 QUITERIANOPOLIS,6.0,7.0,3.0,8.0,2.0,2.0,4.0,6.0,10.0,7.0,5.0,5.0,,4.0,7.0,6.0,8.0,8.0,98.0
231130 QUIXADA,58.0,45.0,32.0,27.0,27.0,21.0,14.0,33.0,21.0,23.0,29.0,44.0,29.0,57.0,59.0,57.0,48.0,34.0,658.0
231135 QUIXELO,5.0,3.0,12.0,19.0,16.0,7.0,5.0,4.0,3.0,5.0,1.0,6.0,2.0,2.0,4.0,3.0,6.0,14.0,117.0
231140 QUIXERAMOBIM,50.0,38.0,33.0,53.0,48.0,11.0,12.0,26.0,33.0,31.0,33.0,35.0,44.0,42.0,98.0,141.0,105.0,78.0,911.0
231150 QUIXERE,11.0,6.0,8.0,7.0,6.0,9.0,10.0,5.0,4.0,9.0,23.0,11.0,12.0,16.0,14.0,18.0,17.0,9.0,195.0
231160 REDENCAO,20.0,27.0,23.0,17.0,18.0,12.0,7.0,14.0,12.0,21.0,25.0,17.0,16.0,11.0,21.0,22.0,38.0,25.0,346.0
231170 RERIUTABA,10.0,10.0,9.0,8.0,7.0,4.0,3.0,8.0,3.0,6.0,9.0,3.0,13.0,10.0,20.0,13.0,16.0,10.0,162.0
231180 RUSSAS,22.0,21.0,16.0,25.0,26.0,22.0,20.0,17.0,13.0,21.0,12.0,13.0,21.0,35.0,23.0,42.0,53.0,28.0,430.0
231190 SABOEIRO,9.0,11.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,85.0
231195 SALITRE,8.0,11.0,14.0,13.0,9.0,13.0,9.0,11.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,,3.0,3.0,117.0
231200 SANTANA DO ACARAU,28.0,17.0,27.0,24.0,23.0,10.0,19.0,20.0,18.0,15.0,13.0,7.0,9.0,10.0,8.0,14.0,24.0,7.0,293.0
231210 SANTANA DO CARIRI,37.0,23.0,20.0,17.0,18.0,24.0,10.0,14.0,2.0,1.0,4.0,2.0,4.0,6.0,5.0,8.0,10.0,,205.0
231220 SANTA QUITERIA,23.0,20.0,18.0,28.0,20.0,26.0,28.0,19.0,17.0,15.0,15.0,13.0,7.0,29.0,39.0,44.0,38.0,35.0,434.0
231230 SAO BENEDITO,11.0,22.0,34.0,30.0,35.0,12.0,15.0,11.0,13.0,25.0,8.0,17.0,16.0,17.0,11.0,7.0,17.0,13.0,314.0
231240 SAO GONCALO DO AMARANTE,17.0,23.0,22.0,15.0,18.0,14.0,20.0,22.0,33.0,24.0,21.0,35.0,74.0,74.0,62.0,62.0,71.0,56.0,663.0
231250 SAO JOAO DO JAGUARIBE,1.0,,2.0,3.0,1.0,1.0,,1.0,,2.0,3.0,2.0,,1.0,3.0,7.0,6.0,2.0,35.0
231260 SAO LUIS DO CURU,5.0,8.0,13.0,10.0,10.0,5.0,6.0,8.0,8.0,10.0,5.0,3.0,4.0,5.0,6.0,8.0,7.0,7.0,128.0
231270 SENADOR POMPEU,6.0,1.0,12.0,10.0,17.0,16.0,10.0,11.0,8.0,19.0,17.0,12.0,24.0,20.0,21.0,36.0,35.0,26.0,301.0
231280 SENADOR SA,7.0,7.0,6.0,10.0,11.0,10.0,4.0,4.0,7.0,3.0,4.0,10.0,1.0,2.0,6.0,2.0,4.0,4.0,102.0
231290 SOBRAL,610.0,679.0,618.0,647.0,620.0,603.0,562.0,531.0,559.0,477.0,399.0,614.0,385.0,309.0,248.0,303.0,246.0,252.0,8662.0
231300 SOLONOPOLE,9.0,7.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,,5.0,8.0,8.0,1.0,12.0,9.0,6.0,90.0
231310 TABULEIRO DO NORTE,10.0,23.0,21.0,30.0,19.0,14.0,10.0,10.0,10.0,12.0,16.0,10.0,12.0,14.0,16.0,15.0,30.0,31.0,303.0
231320 TAMBORIL,7.0,7.0,13.0,4.0,2.0,6.0,8.0,7.0,3.0,6.0,10.0,4.0,6.0,3.0,3.0,6.0,34.0,21.0,150.0
231325 TARRAFAS,9.0,7.0,7.0,5.0,6.0,3.0,5.0,8.0,,,,,,1.0,,4.0,,,55.0
231330 TAUA,10.0,6.0,17.0,22.0,15.0,10.0,33.0,12.0,88.0,171.0,210.0,266.0,157.0,162.0,233.0,267.0,295.0,232.0,2206.0
231335 TEJUCUOCA,21.0,13.0,16.0,13.0,7.0,7.0,11.0,4.0,4.0,5.0,6.0,10.0,10.0,7.0,8.0,10.0,5.0,6.0,163.0
231340 TIANGUA,55.0,43.0,28.0,22.0,24.0,48.0,34.0,20.0,43.0,44.0,58.0,48.0,29.0,45.0,39.0,37.0,39.0,14.0,670.0
231350 TRAIRI,22.0,12.0,17.0,10.0,16.0,7.0,18.0,13.0,19.0,13.0,14.0,13.0,10.0,12.0,22.0,26.0,28.0,14.0,286.0
231355 TURURU,1.0,10.0,2.0,6.0,7.0,3.0,6.0,7.0,6.0,8.0,6.0,12.0,9.0,4.0,7.0,11.0,9.0,4.0,118.0
231360 UBAJARA,12.0,12.0,14.0,9.0,5.0,10.0,14.0,17.0,15.0,15.0,14.0,14.0,28.0,43.0,41.0,47.0,27.0,58.0,395.0
231370 UMARI,2.0,4.0,2.0,1.0,2.0,3.0,4.0,5.0,,1.0,1.0,2.0,,1.0,7.0,2.0,4.0,4.0,45.0
231375 UMIRIM,4.0,6.0,7.0,6.0,1.0,10.0,4.0,1.0,5.0,2.0,2.0,5.0,13.0,11.0,5.0,4.0,1.0,3.0,90.0
231380 URUBURETAMA,10.0,4.0,8.0,8.0,9.0,10.0,11.0,4.0,10.0,7.0,3.0,7.0,8.0,9.0,11.0,9.0,8.0,5.0,141.0
231390 URUOCA,14.0,9.0,10.0,15.0,9.0,13.0,3.0,17.0,9.0,7.0,9.0,10.0,2.0,9.0,7.0,8.0,12.0,4.0,167.0
